SPEC,COMMONNAME,SCINAME,SPEC6,CONF6,CONF,SP,Sort Order,Order,Family,Subfamily
RWSP,Rufous-winged Sparrow,Peucaea carpalis,PEUCAR,,,,1902,Passeriformes,Emberizidae,
SHSP,Stripe-headed Sparrow,Peucaea ruficauda,PEURUF,,,,1903,Passeriformes,Emberizidae,
BCHS,Black-chested Sparrow,Peucaea humeralis,PEUHUM,,*,,1904,Passeriformes,Emberizidae,
BRIS,Bridled Sparrow,Peucaea mystacalis,PEUMYS,,*,,1905,Passeriformes,Emberizidae,
BOSP,Botteri's Sparrow,Peucaea botterii,PEUBOT,,,,1906,Passeriformes,Emberizidae,
CASP,Cassin's Sparrow,Peucaea cassinii,PEUCAS,,,,1907,Passeriformes,Emberizidae,
BACS,Bachman's Sparrow,Peucaea aestivalis,PEUAES,,*,,1908,Passeriformes,Emberizidae,
SSPA,Striped Sparrow,Oriturus superciliosus,ORISUP,,*,,1909,Passeriformes,Emberizidae,
ZASP,Zapata Sparrow,Torreornis inexpectata,TORINE,,,,1910,Passeriformes,Emberizidae,
ATSP,American Tree Sparrow,Spizella arborea,SPIARB,,,,1911,Passeriformes,Emberizidae,
CHSP,Chipping Sparrow,Spizella passerina,SPIPAS,,,,1912,Passeriformes,Emberizidae,
CCSP,Clay-colored Sparrow,Spizella pallida,SPIPAL,,,,1913,Passeriformes,Emberizidae,
BRSP,Brewer's Sparrow,Spizella breweri,SPIBRE,,,,1914,Passeriformes,Emberizidae,
FISP,Field Sparrow,Spizella pusilla,SPIPUS,,,,1915,Passeriformes,Emberizidae,
WOSP,Worthen's Sparrow,Spizella wortheni,SPIWOR,,,,1916,Passeriformes,Emberizidae,
BCSP,Black-chinned Sparrow,Spizella atrogularis,SPIATG,*,,,1917,Passeriformes,Emberizidae,
VESP,Vesper Sparrow,Pooecetes gramineus,POOGRA,,,,1918,Passeriformes,Emberizidae,
LASP,Lark Sparrow,Chondestes grammacus,CHOGRA,,,,1919,Passeriformes,Emberizidae,
FSSP,Five-striped Sparrow,Amphispiza quinquestriata,AMPQUI,,,,1920,Passeriformes,Emberizidae,
BTSP,Black-throated Sparrow,Amphispiza bilineata,AMPBIL,,,,1921,Passeriformes,Emberizidae,
SAGS,Sage Sparrow,Artemisiospiza belli,ARTBEL,,*,,1922,Passeriformes,Emberizidae,
LARB,Lark Bunting,Calamospiza melanocorys,CALMEC,*,*,,1923,Passeriformes,Emberizidae,
SAVS,Savannah Sparrow,Passerculus sandwichensis,PASSAN,,*,,1924,Passeriformes,Emberizidae,
IPSP,Ipswich Sparrow,Passerculus s. princeps,PASSPR,,,+,1925,Passeriformes,Emberizidae,
BSSP,Belding's Savannah Sparrow,Passerculus s. beldingi,PASSBE,,,+,1926,Passeriformes,Emberizidae,
LBSP,Large-billed Sparrow,Passerculus s. rostratus,PASSRO,,,+,1927,Passeriformes,Emberizidae,
GRSP,Grasshopper Sparrow,Ammodramus savannarum,AMMSAV,,,,1928,Passeriformes,Emberizidae,
FGSP,Florida Grasshopper Sparrow,Ammodramus s. floridanus,AMMSFL,,,+,1929,Passeriformes,Emberizidae,
BAIS,Baird's Sparrow,Ammodramus bairdii,AMMBAI,,*,,1930,Passeriformes,Emberizidae,
HESP,Henslow's Sparrow,Ammodramus henslowii,AMMHEN,,,,1931,Passeriformes,Emberizidae,
LCSP,Le Conte's Sparrow,Ammodramus leconteii,AMMLEC,,,,1932,Passeriformes,Emberizidae,
NESP,Nelson's Sparrow,Ammodramus nelsoni,AMMNEL,,,,1933,Passeriformes,Emberizidae,
STSP,Sharp-tailed Sparrow,Ammodramus nelsoni/caudacut.,AMMNEC,,,+,1934,Passeriformes,Emberizidae,
SALS,Saltmarsh Sparrow,Ammodramus caudacutus,AMMCAU,,*,,1935,Passeriformes,Emberizidae,
SESP,Seaside Sparrow,Ammodramus maritimus,AMMMAR,,,,1936,Passeriformes,Emberizidae,
DUSS,Dusky Seaside-Sparrow,Ammodramus m. nigrescens,AMMMNI,,,+,1937,Passeriformes,Emberizidae,
CSSS,Cape Sable Seaside-Sparrow,Ammodramus m. mirabilis,AMMMMI,,,+,1938,Passeriformes,Emberizidae,
SMSP,Sierra Madre Sparrow,Xenospiza baileyi,XENBAI,,,,1939,Passeriformes,Emberizidae,
FOSP,Fox Sparrow,Passerella iliaca,PASILI,,,,1940,Passeriformes,Emberizidae,
SOSP,Song Sparrow,Melospiza melodia,MELMEL,,,,1941,Passeriformes,Emberizidae,
LISP,Lincoln's Sparrow,Melospiza lincolnii,MELLIN,,,,1942,Passeriformes,Emberizidae,
SWSP,Swamp Sparrow,Melospiza georgiana,MELGEO,,,,1943,Passeriformes,Emberizidae,
RCOS,Rufous-collared Sparrow,Zonotrichia capensis,ZONCAP,,*,,1944,Passeriformes,Emberizidae,
WTSP,White-throated Sparrow,Zonotrichia albicollis,ZONALB,,,,1945,Passeriformes,Emberizidae,
HASP,Harris's Sparrow,Zonotrichia querula,ZONQUE,,,,1946,Passeriformes,Emberizidae,
WCSP,White-crowned Sparrow,Zonotrichia leucophrys,ZONLEU,,,,1947,Passeriformes,Emberizidae,
EWCS,Eastern White-crowned Sparrow,Zonotrichia l. leucophrys,ZONLLE,,,+,1948,Passeriformes,Emberizidae,
MWCS,Mountain White-crowned Sparrow,Zonotrichia l. oriantha,ZONLOR,,,+,1949,Passeriformes,Emberizidae,
GWCS,Gambel's White-crowned Sparrow,Zonotrichia l. gambelii,ZONLGA,,,+,1950,Passeriformes,Emberizidae,
PSWS,Puget Sound White-crowned Sparrow,Zonotrichia l. pugetensis,ZONLPU,,,+,1951,Passeriformes,Emberizidae,
NWCS,Nuttall's White-crowned Sparrow,Zonotrichia l. nuttalli,ZONLNU,,,+,1952,Passeriformes,Emberizidae,
WGSH,White-cr. X Golden-cr. Sparrow Hybrid,Zonotrichia leuc. x atricap.,ZONLEA,,,+,1953,Passeriformes,Emberizidae,
GCSP,Golden-crowned Sparrow,Zonotrichia atricapilla,ZONATR,,,,1954,Passeriformes,Emberizidae,
VOJU,Volcano Junco,Junco vulcani,JUNVUL,,,,1955,Passeriformes,Emberizidae,
DEJU,Dark-eyed Junco,Junco hyemalis,JUNHYE,,,,1956,Passeriformes,Emberizidae,
SCJU,Slate-colored Junco,Junco h. hyemalis,JUNHHY,,,+,1957,Passeriformes,Emberizidae,
WWJU,White-winged Junco,Junco h. aikeni,JUNHAI,,,+,1958,Passeriformes,Emberizidae,
ORJU,Oregon Junco,Junco h. oregonus,JUNHOR,,,+,1959,Passeriformes,Emberizidae,
GHJU,Gray-headed Junco,Junco h. caniceps,JUNNCA,,,+,1960,Passeriformes,Emberizidae,
YEJU,Yellow-eyed Junco,Junco phaeonotus,JUNPHA,,,,1961,Passeriformes,Emberizidae,
COBT,Common Bush-Tanager,Chlorospingus ophthalmicus,CHLOPH,,,,1962,Passeriformes,Emberizidae,
TABT,Tacarcuna Bush-Tanager,Chlorospingus tacarcunae,CHLTAC,,,,1963,Passeriformes,Emberizidae,
PIBT,Pirre Bush-Tanager,Chlorospingus inornatus,CHLINO,,,,1964,Passeriformes,Emberizidae,
SCBT,Sooty-capped Bush-Tanager,Chlorospingus pileatus,CHLPIL,,,,1965,Passeriformes,Emberizidae,
YTBT,Yellow-throated Bush-Tanager,Chlorospingus flavigularis,CHLFLG,*,,,1966,Passeriformes,Emberizidae,
ATBT,Ashy-throated Bush-Tanager,Chlorospingus canigularis,CHLCAG,*,,,1967,Passeriformes,Emberizidae,
PIBU,Pine Bunting,Emberiza leucocephalos,EMBLEU,,,,1968,Passeriformes,Emberizidae,
YBWB,Yellow-browed Bunting,Emberiza chrysophrys,EMBCHR,,*,,1969,Passeriformes,Emberizidae,
LIBU,Little Bunting,Emberiza pusilla,EMBPUS,,,,1970,Passeriformes,Emberizidae,
RUBU,Rustic Bunting,Emberiza rustica,EMBRUS,,,,1971,Passeriformes,Emberizidae,
YTBU,Yellow-throated Bunting,Emberiza elegans,EMBELE,,,,1972,Passeriformes,Emberizidae,
YBSB,Yellow-breasted Bunting,Emberiza aureola,EMBAUR,,*,,1973,Passeriformes,Emberizidae,
GRBU,Gray Bunting,Emberiza variabilis,EMBVAR,,,,1974,Passeriformes,Emberizidae,
PALB,Pallas's Bunting,Emberiza pallasi,EMBPAL,,*,,1975,Passeriformes,Emberizidae,
REBU,Reed Bunting,Emberiza schoeniclus,EMBSCH,,,,1976,Passeriformes,Emberizidae,
UNSP,Unidentified Sparrow,"Emberizidae (gen, sp)",EMBGSP,,,+,1977,Passeriformes,Emberizidae,
RTTA,Rose-throated Tanager,Piranga roseogularis,PIRROS,,,,1978,Passeriformes,Cardinalidae,
HETA,Hepatic Tanager,Piranga flava,PIRFLA,,,,1979,Passeriformes,Cardinalidae,
SUTA,Summer Tanager,Piranga rubra,PIRRUB,,,,1980,Passeriformes,Cardinalidae,
SCTA,Scarlet Tanager,Piranga olivacea,PIROLI,,,,1981,Passeriformes,Cardinalidae,
WETA,Western Tanager,Piranga ludoviciana,PIRLUD,,,,1982,Passeriformes,Cardinalidae,
FCTA,Flame-colored Tanager,Piranga bidentata,PIRBID,,,,1983,Passeriformes,Cardinalidae,
WWTA,White-winged Tanager,Piranga leucoptera,PIRLEU,,,,1984,Passeriformes,Cardinalidae,
RHTA,Red-headed Tanager,Piranga erythrocephala,PIRERY,,,,1985,Passeriformes,Cardinalidae,
UPTA,Unidentified Piranga Tanager,Piranga (sp),PIRSPE,,,+,1986,Passeriformes,Cardinalidae,
RCAT,Red-crowned Ant-Tanager,Habia rubica,HABRUB,,,,1987,Passeriformes,Cardinalidae,
RTAT,Red-throated Ant-Tanager,Habia fuscicauda,HABFUS,,,,1988,Passeriformes,Cardinalidae,
BCAT,Black-cheeked Ant-Tanager,Habia atrimaxillaris,HABATR,,,,1989,Passeriformes,Cardinalidae,
CATA,Carmiol's Tanager,Chlorothraupis carmioli,CHLCAR,,,,1990,Passeriformes,Cardinalidae,
LSTA,Lemon-spectacled Tanager,Chlorothraupis olivacea,CHLOLI,,,,1991,Passeriformes,Cardinalidae,
BFAG,Black-faced Grosbeak,Caryothraustes poliogaster,CARPOL,,*,,1992,Passeriformes,Cardinalidae,
YGGR,Yellow-green Grosbeak,Caryothraustes canadensis,CATCAN,,,,1993,Passeriformes,Cardinalidae,
CCGR,Crimson-collared Grosbeak,Rhodothraupis celaeno,RHOCEL,,,,1994,Passeriformes,Cardinalidae,
NOCA,Northern Cardinal,Cardinalis cardinalis,CARCAI,*,,,1995,Passeriformes,Cardinalidae,
PYRR,Pyrrhuloxia,Cardinalis sinuatus,CARSIN,,,,1996,Passeriformes,Cardinalidae,
YEGR,Yellow Grosbeak,Pheucticus chrysopeplus,PHECHR,,,,1997,Passeriformes,Cardinalidae,
BTGG,Black-thighed Grosbeak,Pheucticus tibialis,PHETIB,,*,,1998,Passeriformes,Cardinalidae,
RBGR,Rose-breasted Grosbeak,Pheucticus ludovicianus,PHELUD,,,,1999,Passeriformes,Cardinalidae,
BHGR,Black-headed Grosbeak,Pheucticus melanocephalus,PHEMEL,,,,2000,Passeriformes,Cardinalidae,
RBRC,Red-breasted Chat,Granatellus venustus,GRAVEN,,*,,2001,Passeriformes,Cardinalidae,
GTCH,Gray-throated Chat,Granatellus sallaei,GRASAL,,,,2002,Passeriformes,Cardinalidae,
BLSE,Blue Seedeater,Amaurospiza concolor,AMSCON,*,,,2003,Passeriformes,Cardinalidae,
BGRO,Blue-black Grosbeak,Cyanocompsa cyanoides,CYACYD,*,*,,2004,Passeriformes,Cardinalidae,
BLBU,Blue Bunting,Cyanocompsa parellina,CYAPAR,,,,2005,Passeriformes,Cardinalidae,
BLGR,Blue Grosbeak,Passerina caerulea,PASCAE,,,,2006,Passeriformes,Cardinalidae,
LAZB,Lazuli Bunting,Passerina amoena,PASAMO,,*,,2007,Passeriformes,Cardinalidae,
LIBH,Lazuli x Indigo Bunting Hybrid,Passerina amoena x cyanea,PASAMC,,,+,2008,Passeriformes,Cardinalidae,
INBU,Indigo Bunting,Passerina cyanea,PASCYA,,,,2009,Passeriformes,Cardinalidae,
RBBU,Rose-bellied Bunting,Passerina rositae,PASROS,,,,2010,Passeriformes,Cardinalidae,
OBBU,Orange-breasted Bunting,Passerina leclancherii,PASLEC,,,,2011,Passeriformes,Cardinalidae,
VABU,Varied Bunting,Passerina versicolor,PASVER,,,,2012,Passeriformes,Cardinalidae,
PABU,Painted Bunting,Passerina ciris,PASCIR,,,,2013,Passeriformes,Cardinalidae,
DICK,Dickcissel,Spiza americana,SPIAME,,,,2014,Passeriformes,Cardinalidae,
BOBO,Bobolink,Dolichonyx oryzivorus,DOLORY,,,,2015,Passeriformes,Icteridae,
RWBL,Red-winged Blackbird,Agelaius phoeniceus,AGEPHO,,,,2016,Passeriformes,Icteridae,
RSBL,Red-shouldered Blackbird,Agelaius assimilis,AGEASS,,,,2017,Passeriformes,Icteridae,
TRBL,Tricolored Blackbird,Agelaius tricolor,AGETRI,,,,2018,Passeriformes,Icteridae,
TSBL,Tawny-shouldered Blackbird,Agelaius humeralis,AGEHUM,,,,2019,Passeriformes,Icteridae,
YSBL,Yellow-shouldered Blackbird,Agelaius xanthomus,AGEXAN,,,,2020,Passeriformes,Icteridae,
JABL,Jamaican Blackbird,Nesopsar nigerrimus,NESNIG,,,,2021,Passeriformes,Icteridae,
YHOB,Yellow-hooded Blackbird,Chrysomus icterocephalus,CHRICT,,*,,2022,Passeriformes,Icteridae,
RBBL,Red-breasted Blackbird,Sturnella militaris,STUMIL,,,,2023,Passeriformes,Icteridae,
EAME,Eastern Meadowlark,Sturnella magna,STUMAG,,,,2024,Passeriformes,Icteridae,
WEME,Western Meadowlark,Sturnella neglecta,STUNEG,,,,2025,Passeriformes,Icteridae,
YHBL,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,XANXAN,,,,2026,Passeriformes,Icteridae,
MEBL,Melodious Blackbird,Dives dives,DIVDIV,,,,2027,Passeriformes,Icteridae,
CUBL,Cuban Blackbird,Dives atroviolaceus,DIVATR,,,,2028,Passeriformes,Icteridae,
RUBL,Rusty Blackbird,Euphagus carolinus,EUPCAR,,,,2029,Passeriformes,Icteridae,
BRBL,Brewer's Blackbird,Euphagus cyanocephalus,EUPCYC,*,,,2030,Passeriformes,Icteridae,
COGR,Common Grackle,Quiscalus quiscula,QUIQUI,,,,2031,Passeriformes,Icteridae,
BTGR,Boat-tailed Grackle,Quiscalus major,QUIMAJ,,,,2032,Passeriformes,Icteridae,
GTGR,Great-tailed Grackle,Quiscalus mexicanus,QUIMEX,,,,2033,Passeriformes,Icteridae,
SBGR,Slender-billed Grackle,Quiscalus palustris,QUIPAL,,,,2034,Passeriformes,Icteridae,
NIGR,Nicaraguan Grackle,Quiscalus nicaraguensis,QUINIC,,,,2035,Passeriformes,Icteridae,
GAGR,Greater Antillean Grackle,Quiscalus niger,QUINIG,,,,2036,Passeriformes,Icteridae,
CAGR,Carib Grackle,Quiscalus lugubris,QUILUG,,,,2037,Passeriformes,Icteridae,
SHCO,Shiny Cowbird,Molothrus bonariensis,MOLBON,,,,2038,Passeriformes,Icteridae,
BROC,Bronzed Cowbird,Molothrus aeneus,MOLAEN,,*,,2039,Passeriformes,Icteridae,
BHCO,Brown-headed Cowbird,Molothrus ater,MOLATE,,,,2040,Passeriformes,Icteridae,
GICO,Giant Cowbird,Molothrus oryzivorus,MOLORY,,,,2041,Passeriformes,Icteridae,
UNBL,Unidentified Blackbird,"Icteridae (gen, sp)",ICTGSP,,,+,2042,Passeriformes,Icteridae,
BAHO,Bahama Oriole,Icterus northropi,ICTNOR,,,,2043,Passeriformes,Icteridae,
CUOR,Cuban Oriole,Icterus melanopsis,ICTMEL,,,,2044,Passeriformes,Icteridae,
HIOR,Hispaniolan Oriole,Icterus dominicensis,ICTDOM,,,,2045,Passeriformes,Icteridae,
PROR,Puerto Rican Oriole,Icterus portoricensis,ICTPOR,,,,2046,Passeriformes,Icteridae,
SLOR,St. Lucia Oriole,Icterus laudabilis,ICTLAU,,,,2047,Passeriformes,Icteridae,
MORI,Montserrat Oriole,Icterus oberi,ICTOBE,,*,,2048,Passeriformes,Icteridae,
MAOR,Martinique Oriole,Icterus bonana,ICTBON,,,,2049,Passeriformes,Icteridae,
BVOR,Black-vented Oriole,Icterus wagleri,ICTWAG,,,,2050,Passeriformes,Icteridae,
BWOR,Bar-winged Oriole,Icterus maculialatus,ICTMAC,,,,2051,Passeriformes,Icteridae,
BCOR,Black-cowled Oriole,Icterus prosthemelas,ICTPRO,,,,2052,Passeriformes,Icteridae,
OROR,Orchard Oriole,Icterus spurius,ICTSPU,,,,2053,Passeriformes,Icteridae,
HOOR,Hooded Oriole,Icterus cucullatus,ICTCUC,,,,2054,Passeriformes,Icteridae,
YBOR,Yellow-backed Oriole,Icterus chrysater,ICTCHR,,,,2055,Passeriformes,Icteridae,
OCOR,Orange-crowned Oriole,Icterus auricapillus,ICTAUC,*,,,2056,Passeriformes,Icteridae,
YTOR,Yellow-tailed Oriole,Icterus mesomelas,ICTMES,,,,2057,Passeriformes,Icteridae,
VETR,Venezuelan Troupial,Icterus icterus,ICTICT,,,,2058,Passeriformes,Icteridae,
SBAO,Streak-backed Oriole,Icterus pustulatus,ICTPUS,,*,,2059,Passeriformes,Icteridae,
BUOR,Bullock's Oriole,Icterus bullockii,ICTBUL,,,,2060,Passeriformes,Icteridae,
BBOH,Bullock's x Baltimore Oriole Hybrid,Icterus bullockii x galb.,ICTBUG,,,+,2061,Passeriformes,Icteridae,
ORAO,Orange Oriole,Icterus auratus,ICTAUT,*,*,,2062,Passeriformes,Icteridae,
JAOR,Jamaican Oriole,Icterus leucopteryx,ICTLEU,,,,2063,Passeriformes,Icteridae,
SBOR,Spot-breasted Oriole,Icterus pectoralis,ICTPEC,,,,2064,Passeriformes,Icteridae,
ALOR,Altamira Oriole,Icterus gularis,ICTGUL,,,,2065,Passeriformes,Icteridae,
AUOR,Audubon's Oriole,Icterus graduacauda,ICTGRA,,,,2066,Passeriformes,Icteridae,
BAOR,Baltimore Oriole,Icterus galbula,ICTGAL,,,,2067,Passeriformes,Icteridae,
BBOR,Black-backed Oriole,Icterus abeillei,ICTABE,,,,2068,Passeriformes,Icteridae,
SCOR,Scott's Oriole,Icterus parisorum,ICTPAR,,,,2069,Passeriformes,Icteridae,
YBIC,Yellow-billed Cacique,Amblycercus holosericeus,AMBHOL,,*,,2070,Passeriformes,Icteridae,
SRCA,Scarlet-rumped Cacique,Cacicus uropygialis,CACURO,,,,2071,Passeriformes,Icteridae,
YRCA,Yellow-rumped Cacique,Cacicus cela,CACCEL,,,,2072,Passeriformes,Icteridae,
YWCA,Yellow-winged Cacique,Cacicus melanicterus,CACMEL,,,,2073,Passeriformes,Icteridae,
CROR,Crested Oropendola,Psarocolius decumanus,PSADEC,,,,2074,Passeriformes,Icteridae,
CHOR,Chestnut-headed Oropendola,Psarocolius wagleri,PSAWAG,,,,2075,Passeriformes,Icteridae,
MORO,Montezuma Oropendola,Psarocolius montezuma,PSAMON,,*,,2076,Passeriformes,Icteridae,
BLOR,Black Oropendola,Psarocolius guatimozinus,PSAGUA,,,,2077,Passeriformes,Icteridae,
COCH,Common Chaffinch,Fringilla coelebs,FRICOE,,,,2078,Passeriformes,Fringillidae,Fringillinae
BRAM,Brambling,Fringilla montifringilla,FRIMON,,,,2079,Passeriformes,Fringillidae,Fringillinae
JAEU,Jamaican Euphonia,Euphonia jamaica,EUPJAM,,,,2080,Passeriformes,Fringillidae,Euphoniinae
SEUP,Scrub Euphonia,Euphonia affinis,EUPAFF,,*,,2081,Passeriformes,Fringillidae,Euphoniinae
YCEU,Yellow-crowned Euphonia,Euphonia luteicapilla,EUPLUT,,,,2082,Passeriformes,Fringillidae,Euphoniinae
TBEU,Thick-billed Euphonia,Euphonia laniirostris,EUPLAN,,,,2083,Passeriformes,Fringillidae,Euphoniinae
YTEU,Yellow-throated Euphonia,Euphonia hirundinacea,EUPHIR,,,,2084,Passeriformes,Fringillidae,Euphoniinae
ANEU,Antillean Euphonia,Euphonia musica,EUPMUS,,,,2085,Passeriformes,Fringillidae,Euphoniinae
ELEU,Elegant Euphonia,Euphonia elegantissima,EUPELE,,,,2086,Passeriformes,Fringillidae,Euphoniinae
FVEU,Fulvous-vented Euphonia,Euphonia fulvicrissa,EUPFUL,,,,2087,Passeriformes,Fringillidae,Euphoniinae
SPCE,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,,*,,2088,Passeriformes,Fringillidae,Euphoniinae
OBAE,Olive-backed Euphonia,Euphonia gouldi,EUPGOU,,*,,2089,Passeriformes,Fringillidae,Euphoniinae
WVEU,White-vented Euphonia,Euphonia minuta,EUPMIN,,,,2090,Passeriformes,Fringillidae,Euphoniinae
TCEU,Tawny-capped Euphonia,Euphonia anneae,EUPANN,,,,2091,Passeriformes,Fringillidae,Euphoniinae
OBEE,Orange-bellied Euphonia,Euphonia xanthogaster,EUPXAN,,*,,2092,Passeriformes,Fringillidae,Euphoniinae
YCCH,Yellow-collared Chlorophonia,Chlorophonia flavirostris,CHLFLR,*,,,2093,Passeriformes,Fringillidae,Euphoniinae
BCRC,Blue-crowned Chlorophonia,Chlorophonia occipitalis,CHLOCC,,*,,2094,Passeriformes,Fringillidae,Euphoniinae
GBCH,Golden-browed Chlorophonia,Chlorophonia callophrys,CHLCAL,,,,2095,Passeriformes,Fringillidae,Euphoniinae
GCRF,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,LEUTEP,,,,2096,Passeriformes,Fringillidae,Carduelinae
BLRF,Black Rosy-Finch,Leucosticte atrata,LEUATT,*,,,2097,Passeriformes,Fringillidae,Carduelinae
BCRF,Brown-capped Rosy-Finch,Leucosticte australis,LEUAUS,,,,2098,Passeriformes,Fringillidae,Carduelinae
PIGR,Pine Grosbeak,Pinicola enucleator,PINENU,,,,2099,Passeriformes,Fringillidae,Carduelinae
EUBU,Eurasian Bullfinch,Pyrrhula pyrrhula,PYRPYH,*,,,2100,Passeriformes,Fringillidae,Carduelinae
CORO,Common Rosefinch,Carpodacus erythrinus,CARERY,,,,2101,Passeriformes,Fringillidae,Carduelinae
PUFI,Purple Finch,Haemorhous purpureus,HAEPUR,,,,2102,Passeriformes,Fringillidae,Carduelinae
CAFI,Cassin's Finch,Haemorhous cassinii,HAECAS,,,,2103,Passeriformes,Fringillidae,Carduelinae
HOFI,House Finch,Haemorhous mexicanus,HAEMEX,,,,2104,Passeriformes,Fringillidae,Carduelinae
UCFI,Unidentified Carpodacus Finch,Haemorhous (sp),HAESPE,,,+,2105,Passeriformes,Fringillidae,Carduelinae
RECR,Red Crossbill,Loxia curvirostra,LOXCUR,,,,2106,Passeriformes,Fringillidae,Carduelinae
HICR,Hispaniolan Crossbill,Loxia megaplaga,LOXMEG,,,,2107,Passeriformes,Fringillidae,Carduelinae
WWCR,White-winged Crossbill,Loxia leucoptera,LOXLEU,,,,2108,Passeriformes,Fringillidae,Carduelinae
CORE,Common Redpoll,Acanthis flammea,ACAFLA,,,,2109,Passeriformes,Fringillidae,Carduelinae
CHRE,Common/Hoary Redpoll,Acanthis flamm./hornemanni,ACAFLH,,,+,2110,Passeriformes,Fringillidae,Carduelinae
HORE,Hoary Redpoll,Acanthis hornemanni,ACAHOR,,,,2111,Passeriformes,Fringillidae,Carduelinae
EUSI,Eurasian Siskin,Spinus spinus,SPISPI,,,,2112,Passeriformes,Fringillidae,Carduelinae
PISI,Pine Siskin,Spinus pinus,SPIPIN,,,,2113,Passeriformes,Fringillidae,Carduelinae
BCSI,Black-capped Siskin,Spinus atriceps,SPIATC,*,,,2114,Passeriformes,Fringillidae,Carduelinae
BHSI,Black-headed Siskin,Spinus notatus,SPINOT,,,,2115,Passeriformes,Fringillidae,Carduelinae
YBSI,Yellow-bellied Siskin,Spinus xanthogastrus,SPIXAN,,,,2116,Passeriformes,Fringillidae,Carduelinae
RESI,Red Siskin,Spinus cucullatus,SPICUC,,,,2117,Passeriformes,Fringillidae,Carduelinae
ANSI,Antillean Siskin,Spinus dominicensis,SPUDOM,*,,,2118,Passeriformes,Fringillidae,Carduelinae
LEGO,Lesser Goldfinch,Spinus psaltria,SPIPSA,,,,2119,Passeriformes,Fringillidae,Carduelinae
LAGO,Lawrence's Goldfinch,Spinus lawrencei,SPILAW,,,,2120,Passeriformes,Fringillidae,Carduelinae
AMGO,American Goldfinch,Spinus tristis,SPITRI,,,,2121,Passeriformes,Fringillidae,Carduelinae
EUGO,European Goldfinch,Carduelis carduelis,CARCAU,*,,,2122,Passeriformes,Fringillidae,Carduelinae
ORGR,Oriental Greenfinch,Chloris sinica,CHLSIN,,,,2123,Passeriformes,Fringillidae,Carduelinae
YFCA,Yellow-fronted Canary,Serinus mozambicus,SERMOZ,,,,2124,Passeriformes,Fringillidae,Carduelinae
ISCA,Island Canary,Serinus canaria,SERCAN,,,,2125,Passeriformes,Fringillidae,Carduelinae
HOOG,Hooded Grosbeak,Coccothraustes abeillei,COCABE,,*,,2126,Passeriformes,Fringillidae,Carduelinae
EVGR,Evening Grosbeak,Coccothraustes vespertinus,COCVES,,,,2127,Passeriformes,Fringillidae,Carduelinae
HAWF,Hawfinch,Coccothraustes coccothraustes,COCCOT,*,,,2128,Passeriformes,Fringillidae,Carduelinae
LAFI,Laysan Finch,Telespiza cantans,TELCAN,,,,2129,Passeriformes,Fringillidae,Drepanidinae
NIFI,Nihoa Finch,Telespiza ultima,TELULT,,,,2130,Passeriformes,Fringillidae,Drepanidinae
OU,Ou,Psittirostra psittacea,PSIPSI,,,,2131,Passeriformes,Fringillidae,Drepanidinae
LAHO,Lanai Hookbill,Dysmorodrepanis munroi,DYSMUN,,,,2132,Passeriformes,Fringillidae,Drepanidinae
PALI,Palila,Loxioides bailleui,LOXBAI,,,,2133,Passeriformes,Fringillidae,Drepanidinae
LEKF,Lesser Koa-Finch,Rhodacanthis flaviceps,RHOFLA,,,,2134,Passeriformes,Fringillidae,Drepanidinae
GRKF,Greater Koa-Finch,Rhodacanthis palmeri,RHOPAL,,,,2135,Passeriformes,Fringillidae,Drepanidinae
KOGR,Kona Grosbeak,Chloridops kona,CHLKON,,,,2136,Passeriformes,Fringillidae,Drepanidinae
MAPA,Maui Parrotbill,Pseudonestor xanthophrys,PSEXAN,,,,2137,Passeriformes,Fringillidae,Drepanidinae
HAAM,Hawaii Amakihi,Hemignathus virens,HEMVIR,,,,2138,Passeriformes,Fringillidae,Drepanidinae
OAAM,Oahu Amakihi,Hemignathus flavus,HEMFLS,*,,,2139,Passeriformes,Fringillidae,Drepanidinae
KAAM,Kauai Amakihi,Hemignathus kauaiensis,HEMKAU,,,,2140,Passeriformes,Fringillidae,Drepanidinae
GRAM,Greater Amakihi,Hemignathus sagittirostris,HEMSAG,,,,2141,Passeriformes,Fringillidae,Drepanidinae
LEAK,Lesser Akialoa,Hemignathus obscurus,HEMOBS,,,,2142,Passeriformes,Fringillidae,Drepanidinae
GAKI,Greater Akialoa,Hemignathus ellisianus,HEMELL,,*,,2143,Passeriformes,Fringillidae,Drepanidinae
NUKU,Nukupuu,Hemignathus lucidus,HEMLUC,,,,2144,Passeriformes,Fringillidae,Drepanidinae
AKIA,Akiapolaau,Hemignathus munroi,HEMMUN,,,,2145,Passeriformes,Fringillidae,Drepanidinae
ANIA,Anianiau,Magumma parva,MAGPAR,,,,2146,Passeriformes,Fringillidae,Drepanidinae
AKIK,Akikiki,Oreomystis bairdi,OREBAI,,,,2147,Passeriformes,Fringillidae,Drepanidinae
HCRE,Hawaii Creeper,Oreomystis mana,OREMAN,,*,,2148,Passeriformes,Fringillidae,Drepanidinae
OAAL,Oahu Alauahio,Paroreomyza maculata,PARMAA,*,,,2149,Passeriformes,Fringillidae,Drepanidinae
